,Left,Middle,Right
122,,PSDLog 56.0 Hz Z Gyro Middle,
123,,PSDLog 24.0 Hz Z Gyro Middle,
124,,PSDLog 28.0 Hz Z Gyro Middle,
125,,PSDLog 48.0 Hz Z Gyro Middle,
126,,PSDLog 88.0 Hz Z Gyro Middle,
127,,PSDLog 32.0 Hz Z Gyro Middle,
128,,PSDLog 36.0 Hz Z Gyro Middle,
129,,PSDLog 44.0 Hz Z Gyro Middle,
130,,PSDLog 40.0 Hz Z Gyro Middle,
131,,PSDLog 60.0 Hz Z Gyro Middle,
132,,PSDLog 72.0 Hz Z Gyro Middle,
133,,PSDLog 64.0 Hz Z Gyro Middle,
134,,PSDLog 84.0 Hz Z Gyro Middle,
135,,PSDLog 68.0 Hz Z Gyro Middle,
136,,PSDLog 76.0 Hz Z Gyro Middle,
137,,PSDLog 80.0 Hz Z Gyro Middle,
138,,Label,
139,,Label,
140,,Label,
141,,Label,
142,,Label,
143,,Label,
144,,Label,
145,,Label,
146,,Label,
147,,Label,
148,,Label,
149,,Label,
150,,Label,
151,,Label,
152,,Label,
153,,Label,
154,,Label,
155,,Label,
156,,Label,
157,,Label,
158,,Label,
159,,Label,
160,,Label,
161,,Label,
162,,Label,
163,,Label,
164,,Label,
165,,Label,
166,,Label,
167,,Label,
168,,Label,
169,,Label,
170,,Label,
171,,Label,
172,,Label,
173,,Label,
174,,Label,
175,,Label,
176,,Label,
177,,Label,
178,,Label,
179,,Label,
180,,Label,
181,,Label,
182,,Label,
183,,Label,
184,,Label,
185,,Label,
186,,Label,
187,,Label,
188,,Label,
189,,Label,
190,,Label,
191,,Label,
192,,Label,
193,,Label,
194,,Label,
195,,Label,
196,,Label,
197,,Label,
198,,Label,
199,,Label,
200,,Label,
201,,Label,
202,,Label,
203,,Label,
204,,Label,
205,,Label,
206,,Label,
207,,Label,
208,,Label,
209,,Label,
210,,Label,
211,,Label,
212,,Label,
213,,Label,
214,,Label,
215,,Label,
216,,Label,
217,,Label,
218,,Label,
219,,Label,
220,,Label,
221,,Label,
222,,Label,
223,,Label,
224,,Label,
225,,Label,
226,,Label,
227,,Label,
228,,Label,
229,,Label,
230,,Label,
231,,Label,
232,,Label,
233,,Label,
234,,Label,
235,,Label,
236,,Label,
237,,Label,
238,,Label,
239,,Label,
240,,Label,
